X,Y,med_indicator,chip_indicator,Specialty_keys,BOD_Formatted_Name,Latitude,Longitude,CensusYear,CensusTract,CensusCountyFips,CensusStateFips,CensusTract100,CensusStateFips2,State_county_tract
39.6755538,-104.9129897,1,0,specialist,Saroj Kumar Saha,39.67620609,-104.9128631,TwoThousandTen,69.01,31,8,6901,8,8031006901
39.53793984,-107.3250019,1,0,specialist,Michael Walter Johnson,39.5375931,-107.3240769,TwoThousandTen,9517.02,45,8,951702,8,8045951702
39.74365703,-104.8368207,1,0,specialist,Alan James Sutton,39.7440135,-104.8360276,TwoThousandTen,81,1,8,8100,8,8001008100
39.7514639,-104.8896708,1,0,specialist,Gregg Lawrence Lurcott,39.7513163,-104.8898881,TwoThousandTen,41.07,31,8,4107,8,8031004107
40.46254047,-106.8159635,1,0,specialist,John Paul Lupori,40.4620802,-106.8156723,TwoThousandTen,7,107,8,700,8,8107000700
39.74365703,-104.8368207,1,0,specialist,Mark Yukio Iritani,39.7440135,-104.8360276,TwoThousandTen,81,1,8,8100,8,8001008100
38.85431654,-104.802716,1,0,specialist,Darrel Elgin Kneupper,38.85431646,-104.802749,TwoThousandTen,8,41,8,800,8,8041000800
39.74365703,-104.8368207,1,0,specialist,Joseph Nikki Datar,39.7440135,-104.8360276,TwoThousandTen,81,1,8,8100,8,8001008100
39.74365703,-104.8368207,1,0,specialist,Collis Johnson JR,39.7440135,-104.8360276,TwoThousandTen,81,1,8,8100,8,8001008100
39.9009348,-105.0237962,1,0,specialist,Shon J Peterson,39.9008223,-105.0241082,TwoThousandTen,93.25,1,8,9325,8,8001009325
39.74365703,-104.8368207,1,0,specialist,Kaushal Dhawan,39.7440135,-104.8360276,TwoThousandTen,81,1,8,8100,8,8001008100
38.24433006,-104.6623879,1,0,specialist,Joshua Harley Gotlib,38.2443409,-104.6628441,TwoThousandTen,28.07,101,8,2807,8,8101002807
39.74365703,-104.8368207,1,0,specialist,Gerald Thomas Minick,39.7440135,-104.8360276,TwoThousandTen,81,1,8,8100,8,8001008100
38.93563546,-104.7650384,1,0,specialist,Rhoda Lafay Lockett,38.9358681,-104.7652717,TwoThousandTen,68.01,41,8,6801,8,8041006801
39.72841538,-104.8472899,1,0,specialist,Seung Hun Lee,39.7277491,-104.8476929,TwoThousandTen,74,5,8,7400,8,8005007400
39.74113735,-104.8366043,1,0,specialist,Jennifer Marie Wallen,39.742127,-104.8352452,TwoThousandTen,81,1,8,8100,8,8001008100
40.41388589,-104.7173668,1,0,specialist,Zachary Paul Pitcher,40.4131452,-104.7177494,TwoThousandTen,12.02,123,8,1202,8,8123001202
38.82652193,-104.8238853,1,0,specialist,Vanessa Jenee Kaplan,38.8265015,-104.8234214,TwoThousandTen,23,41,8,2300,8,8041002300
39.727305,-104.9903162,1,0,specialist,Mark Douglas Berman,39.7282851,-104.990525,TwoThousandTen,18,31,8,1800,8,8031001800
38.79722636,-104.7577278,1,0,specialist,Jill Kristine Mioduski,38.79802539,-104.7576571,TwoThousandTen,54,41,8,5400,8,8041005400
39.74365703,-104.8368207,1,0,specialist,Kerri Font,39.7440135,-104.8360276,TwoThousandTen,81,1,8,8100,8,8001008100
39.78683594,-105.1113074,1,0,specialist,William McMunn III,39.78695133,-105.1110279,TwoThousandTen,104.02,59,8,10402,8,8059010402
39.6755538,-104.9129897,1,0,specialist,Theodore English Moore,39.67620609,-104.9128631,TwoThousandTen,69.01,31,8,6901,8,8031006901
39.65317949,-104.8134825,1,0,specialist,Roy Matthew Lorenz,39.65373,-104.8134871,TwoThousandTen,816,5,8,81600,8,8005081600
39.84094699,-105.0819873,1,0,specialist,Jennifer Ann Friedman,39.8410198,-105.0824372,TwoThousandTen,102.06,59,8,10206,8,8059010206
39.74365703,-104.8368207,1,0,specialist,Lonnie Rhodes Johnson,39.7440135,-104.8360276,TwoThousandTen,81,1,8,8100,8,8001008100
39.78414092,-104.7649483,1,0,specialist,Nathan Brooks Helm,39.78426,-104.765913,TwoThousandTen,83.89,31,8,8389,8,8031008389
39.74365703,-104.8368207,1,0,specialist,Gregory Kent Ingalls,39.7440135,-104.8360276,TwoThousandTen,81,1,8,8100,8,8001008100
39.56397172,-105.1121769,1,0,specialist,James Robert Lessig,39.5638768,-105.1128321,TwoThousandTen,120.24,59,8,12024,8,8059012024
39.75581649,-104.4300832,1,0,specialist,Justin Evan Evanson,39.7555498,-104.4303373,TwoThousandTen,84.01,1,8,8401,8,8001008401
39.65179499,-104.8101367,1,0,specialist,Jamon Verl Jensen,39.6517486,-104.8105367,TwoThousandTen,838,5,8,83800,8,8005083800
39.6038242,-104.7087972,1,0,specialist,David Timothy Garlock,39.6029627,-104.7084643,TwoThousandTen,71.07,5,8,7106,8,8005007106
39.77655551,-105.058214,1,0,specialist,Taylor R. Gordon,39.7763645,-105.058164,TwoThousandTen,106.03,59,8,10603,8,8059010603
40.25400448,-103.8086904,1,0,specialist,Daniel E Boedeker,40.2542424,-103.8087129,TwoThousandTen,4,87,8,400,8,8087000400
38.32025548,-104.6231232,1,0,specialist,John N Ordahl,38.3198741,-104.6228595,TwoThousandTen,29.03,101,8,2903,8,8101002903
39.67873426,-105.0209806,1,0,specialist,Tuanh Thi Nguyen,39.6788455,-105.0215196,TwoThousandTen,156,31,8,15600,8,8031015600
39.65179499,-104.8101367,1,0,specialist,Samer Souhail Faranesh,39.6517486,-104.8105367,TwoThousandTen,838,5,8,83800,8,8005083800
39.82907618,-105.0248372,1,0,specialist,Karla Ann Zinkann,39.8283825,-105.024227,TwoThousandTen,95.01,1,8,9501,8,8001009501
39.84178249,-105.052563,1,0,specialist,Thomas Kent Chubb,39.8414041,-105.0526285,TwoThousandTen,96.03,1,8,9603,8,8001009603
39.0919195,-108.583082,1,0,specialist,Kenneth Eugene Perino,39.0922539,-108.5835975,TwoThousandTen,10.02,77,8,1002,8,8077001002
39.59571662,-104.7022416,1,0,specialist,Michael Rex Lindsay,39.5953026,-104.7025167,TwoThousandTen,867,5,8,86700,8,8005086700
39.65325736,-105.0794872,1,0,specialist,Nishant Chauhan,39.65364606,-105.0793879,TwoThousandTen,119.04,59,8,11904,8,8059011904
39.74365703,-104.8368207,1,0,specialist,Hesham Abou Youssef,39.7440135,-104.8360276,TwoThousandTen,81,1,8,8100,8,8001008100
