idx,BOD_addr,general,pediatric,specialist,CensusCountyFips,Latitude,Longitude,med_indicator,chip_indicator
141,"200 DANFORTH ST,PORTLAND,ME,04102-3828",1,0,0,5,43.64832924,-70.26387727,0,0
142,"201 HIGH ST,ELLSWORTH,ME,04605-1715",1,0,0,9,44.66459394,-68.41513082,0,0
143,"202 US ROUTE 1,FALMOUTH,ME,04105-1327",1,0,0,5,43.74251057,-70.27156317,0,0
144,"203 MOUNTAIN VIEW RD,GRAY,ME,04039-7702",0,0,1,5,43.88858214,-70.39930594,0,0
145,"205 PINECREST RD,PORTLAND,ME,04102-1225",1,0,0,5,43.68488552,-70.31704587,0,0
146,"206 HIGH ST,ELLSWORTH,ME,04605-1741",1,0,0,9,44.66459394,-68.41513082,0,0
147,"21 AUTUMN RD,ELLSWORTH,ME,04605-8103",1,0,0,9,44.66459394,-68.41513082,0,0
148,"21 DISTANT PINES DR,GORHAM,ME,04038-2182",1,0,0,5,43.62032475,-70.43807578,0,0
149,"21 NORTHBROOK DR,FALMOUTH,ME,04105-1379",1,0,0,5,43.73532566,-70.22041381,0,0
150,"21 OLYMPIC DR,FALMOUTH,ME,04105-1266",0,0,1,5,43.77721014,-70.27736525,0,0
151,"21 ROC-LIN LANE,LYMAN,ME,04002-7506",1,0,0,31,43.47944463,-70.59566255,0,0
152,"21 SHERMAN DR,FALMOUTH,ME,04105-1285",1,0,0,5,43.74251057,-70.27156317,0,0
153,"210 LINCOLN AVE STE 2,RUMFORD,ME,04276-1898",1,0,0,17,44.55255386,-70.55757362,0,0
154,"210 LINCOLN AVE,RUMFORD,ME,04276-1854",1,0,0,17,44.55276862,-70.55753531,0,0
155,"211 MOUNT AUBURN AVE,AUBURN,ME,04210-8521",0,0,1,1,44.12315431,-70.24294001,0,0
156,"212 HUNTER WAY,FALMOUTH,ME,04105-2672",1,0,0,5,43.78310953,-70.32659608,0,0
157,"219 CHAMBERLAIN ST,BREWER,ME,04412-1406",0,0,1,19,44.78820098,-68.75207126,0,0
158,"22 MONTGOMERY RD,WINDHAM,ME,04062-4137",1,0,0,5,43.7430196,-70.4020118,0,0
159,"224 ENFIELD RD,LINCOLN,ME,04457-1184",1,0,0,19,45.34907967,-68.51651853,0,0
160,"227 MOUNT AUBURN AVE,AUBURN,ME,04210-8521",1,0,0,1,44.12329201,-70.24359934,0,0
161,"228 WESCOTT RD,GORHAM,ME,04038-2333",1,0,0,5,43.73918985,-70.49628891,0,0
162,"23 GIN COVE RD,PERRY,ME,04667-3000",1,0,0,29,45.03117929,-67.10655954,0,0
163,"23 PINE MEADOW LN,NORTH YARMOUTH,ME,04097-6928",0,0,1,5,43.84994497,-70.19195938,0,0
164,"23 PINE ST APT 3,PORTLAND,ME,04102-3861",1,0,0,5,43.65232116,-70.26724656,0,0
165,"230 CANTERBURY RD,WELLS,ME,04090-6913",1,0,0,31,43.33696823,-70.72112329,0,0
166,"232 MAIN ST,NORWAY,ME,04268-5921",1,0,0,17,44.21223007,-70.53764023,0,0
167,"234 MAIN ST,BIDDEFORD,ME,04005-2438",1,0,0,31,43.49394635,-70.45712588,0,0
168,"235 POOL ST UNIT 1,BIDDEFORD,ME,04005-2836",1,0,0,31,43.48616974,-70.43999114,0,0
169,"237 MAIN ST,BINGHAM,ME,04920-4015",0,1,0,25,45.05307706,-69.88221924,0,0
170,"237 WILSON ST,BREWER,ME,04412-2033",0,1,1,19,44.79121689,-68.76103608,0,0
171,"24 OAK ST,BATH,ME,04530-2614",1,0,0,23,43.91706227,-69.81514227,0,0
172,"24 W COLE RD STE 103,BIDDEFORD,ME,04005-9404",1,0,0,31,43.47856163,-70.48677652,0,0
173,"2401 CONGRESS ST,PORTLAND,ME,04102-1970",1,0,0,5,43.65081485,-70.33860053,0,0
