idx,BOD_addr,general,pediatric,specialist,CensusCountyFips,Latitude,Longitude,med_indicator,chip_indicator
891,"7318 REFLECTION CT,WICHITA,KS,67205",1,0,0,173,37.7316803,-97.4290585,0,0
892,"733 WEST LOULA STREET,OLATHE,KS,66061",1,0,0,91,38.89670884,-94.87964127,0,0
893,"7405 W CENTRAL AVE,WICHITA,KS,67212",1,0,0,173,37.694032,-97.4293511,0,0
894,"7410 E CHAMPIONS CIRCLE,WICHITA,KS,67226",1,0,0,173,37.7611574,-97.2513624,0,0
895,"7412 W 121ST,OVERLAND PARK,KS,66213",1,0,0,91,38.89918891,-94.70539419,0,0
896,"742 INDIANA STREET,LAWRENCE,KS,66044",1,0,0,45,38.9697253,-95.2426919,0,0
897,"7427 VILLAGE DRIVE,PRAIRIE VILLAGE,KS,66208",1,0,0,91,38.9993018,-94.6294985,0,0
898,"7506 SW BLUE INN PLACE,TOPEKA,KS,66614",1,0,0,177,39.01151999,-95.84943827,0,0
899,"751 N. MUR-LEN RD., STE. B,OLATHE,KS,66062",1,0,0,91,38.8924511,-94.7800294,0,0
900,"7510 STATELINE RD., STE. C,PRAIRIE VILLAGE,KS,66208",1,0,0,91,38.9993018,-94.6294985,0,0
901,"7515 NALL AVE.,PRAIRIE VILLAGE,KS,66208",1,0,0,91,38.9993018,-94.6294985,0,0
902,"7515 NALL,PRAIRIE VILLAGE,KS,66208",1,0,0,91,38.9993018,-94.6294985,0,0
903,"7520 E. HARRY ST.,WICHITA,KS,67207",1,0,0,173,37.66642728,-97.22768368,0,0
904,"7520 W. VILLAGE CIR.,WICHITA,KS,67205",1,0,0,173,37.74991083,-97.42253093,0,0
905,"7520 WEST VILLAGE CIRCLE,WICHITA,KS,67205",1,0,0,173,37.74991083,-97.42253093,0,0
906,"7521 MOHAWK ST,PRAIRIE VILLAGE,KS,66208",1,0,0,91,38.9993018,-94.6294985,0,0
907,"7570 W. 21ST ST. N., BLDG. 1010, STE. A,WICHITA,KS,67205",1,0,0,173,37.74991083,-97.42253093,0,0
908,"7570 W. 21ST ST. N., BLDG. 1020, STE. A,WICHITA,KS,67205",0,0,1,173,37.74991083,-97.42253093,0,0
909,"7570 W. 21ST ST. N., BLDG. 1050, STE. B,WICHITA,KS,67205",1,0,0,173,37.74991083,-97.42253093,0,0
910,"7570 W. 21ST ST. N.,WICHITA,KS,67205",1,0,0,173,37.74991083,-97.42253093,0,0
911,"7611 HAUSER,LENEXA,KS,66216",1,0,0,91,39.01385318,-94.74117183,0,0
912,"770 RANGE AVE. SUITE 1,COLBY,KS,67701",1,0,0,193,39.39596261,-101.0595482,0,0
913,"7707 E. 29TH ST. N.,WICHITA,KS,67226",1,0,0,173,37.77328732,-97.21528484,0,0
914,"7717 E. 29TH ST. N., STE. 200,WICHITA,KS,67226",1,0,0,173,37.77328732,-97.21528484,0,0
915,"7717 W. 143RD PLACE,OVERLAND PARK,KS,66223",1,0,0,91,38.86285275,-94.66819211,0,0
916,"7717 WEST 143RD PL.,OVERLAND PARK,KS,66223",1,0,0,91,38.86285275,-94.66819211,0,0
917,"7757 QUIVIRA RD,LENEXA,KS,66216",1,0,0,91,39.01385318,-94.74117183,0,0
918,"7810 W 158TH CT.,OVERLAND PARK,KS,66223",1,0,0,91,38.86285275,-94.66819211,0,0
919,"7821 WEST 158TH TERR.,OVERLAND PARK,KS,66223",1,0,0,91,38.86285275,-94.66819211,0,0
920,"7848 STATE AVE,KANSAS CITY,KS,66112",1,0,0,209,39.11451965,-94.77357745,0,0
921,"7859 W 15TH CT.,OVERLAND PARK,KS,66223",1,0,0,91,38.86285275,-94.66819211,0,0
922,"7916 W. 151ST ST,STANLEY,KS,66223",1,0,0,91,38.86285275,-94.66819211,0,0
923,"7921 W. 140TH TERR.,OVERLAND PARK,KS,66223",1,0,0,91,38.86285275,-94.66819211,0,0
924,"800 WALNUT,VALLEY FALLS,KS,66088",1,0,0,87,39.33966364,-95.46049002,0,0
925,"8005 W 110TH ST., STE. 212,OVERLAND PARK,KS,66210",1,0,0,91,38.92370126,-94.70494505,0,0
926,"8005 W. 110TH ST., STE. 220,OVERLAND PARK,KS,66210",1,0,0,91,38.92370126,-94.70494505,0,0
927,"8010 STATE LINE RD., STE. 210,LEAWOOD,KS,66208",1,0,0,91,38.98390826,-94.60829751,0,0
928,"8012 STATE LINE RD., STE. 101,LEAWOOD,KS,66208",1,0,0,91,38.98388747,-94.60829877,0,0
929,"806 E. MAPLE ST.,COLUMBUS,KS,66725",1,0,0,21,37.16033366,-94.89052325,0,0
930,"806 N. FAIROAKS CT.,ANDOVER,KS,67002",1,0,0,15,37.699414,-97.1238443,0,0
931,"808 WILLOW,COFFEYVILLE,KS,67337",1,0,0,125,37.05525697,-95.60147165,0,0
932,"810 MAIN,WINFIELD,KS,67156",1,0,0,35,37.25322323,-96.96384627,0,0
933,"8100 E. 22ND ST. N., BLDG. 100,WICHITA,KS,67226",1,0,0,173,37.77328732,-97.21528484,0,0
934,"8123 E. HARRY,WICHITA,KS,67207",1,0,0,173,37.66642728,-97.22768368,0,0
935,"8127 RENNER RD., APT. 7,LENEXA,KS,66219",1,0,0,91,38.95221005,-94.77628983,0,0
936,"814 JEFFERSON,ELLIS,KS,67637",1,0,0,195,38.93770364,-99.59842475,0,0
937,"8150 E. DOUGLAS SUITE 10,WICHITA,KS,67206",1,0,0,173,37.68665393,-97.24264926,0,0
938,"817 SANTE FE,ATCHISON,KS,66002",1,0,0,5,39.54015402,-95.13884227,0,0
939,"818 N. 1500 RD.,LAWRENCE,KS,66049",0,0,1,45,38.98239202,-95.34462345,0,0
940,"818 N. EMPORIA, STE. 101,WICHITA,KS,67214",1,0,0,173,37.69879692,-97.33416797,0,0
941,"8201 MISSION RD., STE. 231,PRAIRIE VILLAGE,KS,66208",1,0,0,91,38.9993018,-94.6294985,0,0
942,"8231 REEDS LANE,PRAIRIE VILLAGE,KS,66208",1,0,0,91,38.9993018,-94.6294985,0,0
943,"825 N. BRACKEN CT.,WICHITA,KS,67206",1,0,0,173,37.6991664,-97.1977455,0,0
944,"826 IOWA ST.,LAWRENCE,KS,66044",1,0,0,45,39.02889499,-95.20855765,0,0
945,"8307 OXFORD CIRCLE,WICHITA,KS,67226",1,0,0,173,37.73006908,-97.2395405,0,0
946,"8309 W. 127TH TERR.,OVERLAND PARK,KS,66209",0,0,1,91,38.89909804,-94.63873213,0,0
947,"831 VERMONT ST.,LAWRENCE,KS,66044",3,0,0,45,38.9681983,-95.2373086,0,0
948,"8310 STATE AVE.,KANSAS CITY,KS,66112",1,0,0,209,39.11451965,-94.77357745,0,0
949,"8316 HAVEN ST.,LENEXA,KS,66219",1,0,0,91,38.95221005,-94.77628983,0,0
950,"8319 LAURELWOOD,LENEXA,KS,66219",1,0,0,91,38.95221005,-94.77628983,0,0
951,"8320 LAMAR AVE,OVERLAND PARK,KS,66207",1,0,0,91,38.95588509,-94.64439972,0,0
952,"8333 DELMAR LN.,PRAIRIE VILLAGE,KS,66207",1,0,0,91,38.95588509,-94.64439972,0,0
953,"834 LAWRENCE LN.,WICHITA,KS,67206",1,0,0,173,37.7009395,-97.2511122,0,0
954,"8340 MISSION RD., STE. 118,PRAIRIE VILLAGE,KS,66206",1,0,0,91,38.95802515,-94.61934594,0,0
955,"836 N. CYPRESS CT,WICHITA,KS,67206",1,0,0,173,37.6974324,-97.2287878,0,0
956,"840 LAKIN ST.,OSAGE CITY,KS,66523",2,0,0,139,38.61194367,-95.84036426,0,0
957,"8404 GREENWOOD CIR,LENEXA,KS,66215",1,0,0,91,38.976315,-94.7524395,0,0
958,"8404 W. 13TH ST., STE. 200,WICHITA,KS,67212",1,0,0,173,37.70201412,-97.43637909,0,0
959,"8407 ENSLEY LN,LEAWOOD,KS,66206",1,0,0,91,38.97618462,-94.61872517,0,0
960,"8418 E MULBERRY DR,WICHITA,KS,67226",1,0,0,173,37.75948469,-97.23968969,0,0
961,"8440 W. 172ND TERR.,OVERLAND PARK,KS,66085",1,0,0,91,38.79949962,-94.64954606,0,0
962,"850 FAIRDALE ROAD,SALINA,KS,67401",0,0,1,169,38.8231021,-97.5719108,0,0
963,"8519 ALDEN LANE,LENEXA,KS,66215",1,0,0,91,38.9754316,-94.7572748,0,0
964,"8605 COLLEGE BLVD.,OVERLAND PARK,KS,66210",1,0,0,91,38.92370126,-94.70494505,0,0
965,"8615 ROSEHILL RD,LENEXA,KS,66215",1,0,0,91,38.95696754,-94.74296034,0,0
966,"8615 ROSEHILL RD.,LENEXA,KS,66215",2,0,0,91,38.95696754,-94.74296034,0,0
967,"8625 COLLEGE BLVD,OVERLAND PARK,KS,66210",1,0,0,91,38.92370126,-94.70494505,0,0
968,"8629 SHANNON WAY,WICHITA,KS,67206",1,0,0,173,37.70384998,-97.22534417,0,0
969,"8631 W 150TH ST., STE. 102,OVERLAND PARK,KS,66223",1,0,0,91,38.86285275,-94.66819211,0,0
970,"8631 W. 150TH ST., STE. 100,OVERLAND PARK,KS,66223",1,0,0,91,38.86285275,-94.66819211,0,0
971,"8631 W. 150TH ST., STE. 102,OVERLAND PARK,KS,66223",1,0,0,91,38.86285275,-94.66819211,0,0
972,"8631 W. 150TH ST., STE. 103,OVERLAND PARK,KS,66223",2,0,0,91,38.86285275,-94.66819211,0,0
973,"8650 CANDLELIGHT LN., STE. 1,LENEXA,KS,66215",1,0,0,91,38.9715952,-94.7466617,0,0
974,"8700 SANTE  FE DR.,OVERLAND PARK,KS,66212",1,0,0,91,38.95634682,-94.68148349,0,0
975,"8700 SANTE FE DR.,OVERLAND PARK,KS,66212",0,0,1,91,38.95634682,-94.68148349,0,0
976,"8700 W. 151ST ST.,OVERLAND PARK,KS,66223",1,0,0,91,38.86285275,-94.66819211,0,0
977,"8704 BOURGADE, STE. 100,LENEXA,KS,66219",1,0,0,91,38.97097472,-94.76759042,0,0
978,"872 N. 1663 RD,LAWRENCE,KS,66049",1,0,0,45,38.980848,-95.3416779,0,0
979,"8771 W 95TH ST. #100,OVERLAND PARK,KS,66212",1,0,0,91,38.95634682,-94.68148349,0,0
980,"881 N. TYLER ROAD,WICHITA,KS,67212",0,0,1,173,37.70201412,-97.43637909,0,0
981,"8833 W. MAPLE,WICHITA,KS,67209",1,0,0,173,37.66278541,-97.43539282,0,0
982,"8840 FAIRWAY ST.,LEAWOOD,KS,66206",1,0,0,91,38.95802515,-94.61934594,0,0
983,"8900 CATALINA DR,PRAIRIE VILLAGE,KS,66207",1,0,0,91,38.95588509,-94.64439972,0,0
984,"8901 W. 74TH ST., STE. 245,SHAWNEE MISSION,KS,66204",1,0,0,91,38.99284567,-94.67708217,0,0
985,"8911 W. 93RD ST.,OVERLAND PARK,KS,66212",1,0,0,91,38.95634682,-94.68148349,0,0
986,"8915 STATE AVE.,KANSAS CITY,KS,66112",1,0,0,209,39.11451965,-94.77357745,0,0
987,"8919 PARALLEL PKWY., STE. 450,KANSAS CITY,KS,66112",0,0,1,209,39.11451965,-94.77357745,0,0
988,"8924 ROSEWOOD DR,PRAIRIE VILLAGE,KS,66207",1,0,0,91,38.95588509,-94.64439972,0,0
989,"8925 W. 135TH STREET,OVERLAND PARK,KS,66221",1,0,0,91,38.86361197,-94.71027848,0,0
990,"8934 LINDEN LN,PRAIRIE VILLAGE,KS,66207",1,0,0,91,38.95588509,-94.64439972,0,0
991,"900 E. MEADOWLARK RD,DERBY,KS,67037",1,0,0,173,37.56257935,-97.26074834,0,0
992,"900 E. MEADOWLARK,DERBY,KS,67037",1,0,0,173,37.56444302,-97.21975241,0,0
993,"900 N. TYLER, STE. 2,WICHITA,KS,67212",2,0,0,173,37.70201412,-97.43637909,0,0
994,"9003 ROE AVE,PRAIRIE VILLAGE,KS,66207",1,0,0,91,38.95588509,-94.64439972,0,0
995,"9003 ROE AVE.,PRAIRIE VILLAGE,KS,66207",2,0,0,91,38.95588509,-94.64439972,0,0
996,"9003 W. 149TH ST.,OVERLAND PARK,KS,66221",1,0,0,91,38.86361197,-94.71027848,0,0
997,"9045 TONYA TER,MANHATTAN,KS,66502",2,0,0,161,39.15135645,-96.53148134,0,0
998,"905 CEDAR LANE,PITTSBURG,KS,66762",1,0,0,37,37.39815877,-94.70990669,0,0
999,"905 N CYPRESS,WICHITA,KS,67206",1,0,0,173,37.70384998,-97.22534417,0,0
1000,"906 E. ELIZABETH ST.,OLATHE,KS,66061",1,0,0,91,38.8978116,-94.8056406,0,0
1001,"907 EAST LAKECREST DRIVE,ANDOVER,KS,67002",0,0,1,15,37.696962,-97.1258374,0,0
1002,"909 COMMERCIAL ST.,EMPORIA,KS,66801",1,0,0,111,38.40878686,-96.1802054,0,0
1003,"909 E. CENTENNIAL, STE. 4,PITTSBURG,KS,66762",1,0,0,37,37.38188133,-94.69045505,0,0
1004,"909 E. WAYNE,SALINA,KS,67401",2,0,0,169,38.83410263,-97.64566123,0,0
1005,"910 N CYPRESS CT,WICHITA,KS,67206",1,0,0,173,37.6982669,-97.2286109,0,0
1006,"9100 E. 29TH ST. NORTH,WICHITA,KS,67226",0,0,1,173,37.77328732,-97.21528484,0,0
1007,"911 BARLOW DR,SALINA,KS,67401",1,0,0,169,38.83410263,-97.64566123,0,0
1008,"911138 WHISPERING LANE,KANSAS CITY,KS,66109",1,0,0,209,39.16352353,-94.82807705,0,0
1009,"9120 CATALINA ST.,PRAIRIE VILLAGE,KS,66207",1,0,0,91,38.95588509,-94.64439972,0,0
1010,"9141 SW STEVEN RD,ANDOVER,KS,67002",1,0,0,15,37.69329385,-97.0652968,0,0
1011,"918 N. CHEYENNE ST.,ULYSSES,KS,67880",1,0,0,67,37.58504798,-101.3147281,0,0
1012,"920 E. CLOUD ST.,SALINA,KS,67401",0,0,1,169,38.83410263,-97.64566123,0,0
1013,"920 N TRAIL DR,MULVANE,KS,67110",1,0,0,191,37.46854939,-97.22640617,0,0
1014,"9211 E HARRY, APT.406,WICHITA,KS,67207",1,0,0,173,37.66642728,-97.22768368,0,0
1015,"9212 BEVERLY,OVERLAND PARK,KS,66207",1,0,0,91,38.95588509,-94.64439972,0,0
1016,"9226 PFLUMM,LENEXA,KS,66215",1,0,0,91,38.95696754,-94.74296034,0,0
1017,"923 W. 6TH ST.,JUNCTION CITY,KS,66441",1,0,0,61,38.98511109,-96.80308619,0,0
1018,"9233 MANOR RD.,LEAWOOD,KS,66206",0,0,1,91,38.95802515,-94.61934594,0,0
1019,"930 IOWA #1,LAWRENCE,KS,66044",1,0,0,45,39.02889499,-95.20855765,0,0
1020,"9314 E. CENTRAL AVE.,WICHITA,KS,67206",1,0,1,173,37.6943782,-97.2287583,0,0
1021,"9319 E. HARRY, STE. 126,WICHITA,KS,67207",1,0,0,173,37.66642728,-97.22768368,0,0
1022,"932 N. 50TH ST.,KANSAS CITY,KS,66102",1,0,0,209,39.11543063,-94.69284004,0,0
1023,"9339 E. 21ST ST. N.,WICHITA,KS,67206",2,0,0,173,37.70384998,-97.22534417,0,0
1024,"9360 E. CENTRAL, STE. 101,WICHITA,KS,67206",1,0,0,173,37.69394478,-97.23315112,0,0
1025,"940 E 1264 RD,LAWRENCE,KS,66047",1,0,0,45,38.88001145,-95.34789059,0,0
1026,"940 N ANDOVER RD,ANDOVER,KS,67002",1,0,0,15,37.702876,-97.1346276,0,0
1027,"9401 NALL AVE., STE. 201,PRAIRIE VILLAGE,KS,66207",2,0,0,91,38.95588509,-94.64439972,0,0
1028,"9406 W. 146TH PL.,OVERLAND PARK,KS,66221",1,0,0,91,38.86361197,-94.71027848,0,0
1029,"9415 E. HARRY, STE. 101,WICHITA,KS,67207",1,0,0,173,37.66642728,-97.22768368,0,0
1030,"9419 WENONGA RD,LEAWOOD,KS,66206",1,0,0,91,38.95850723,-94.62516167,0,0
1031,"950 ELMHURST BLVD,SALINA,KS,67401",1,0,0,169,38.8292786,-97.5958138,0,0
1032,"9501 STATE AVE., STE. 7,KANSAS CITY,KS,66111",1,0,0,209,39.08386085,-94.79518476,0,0
1033,"9601 ANTIOCH RD,OVERLAND PARK,KS,66212",1,0,0,91,38.95634682,-94.68148349,0,0
1034,"9601 ANTIOCH RD.,OVERLAND PARK,KS,66212",3,0,0,91,38.95634682,-94.68148349,0,0
1035,"965 N. MURLEN RD,OLATHE,KS,66062",0,0,1,91,38.8948979,-94.7800867,0,0
1036,"975 N. MUR-LEN RD., STE. B,OLATHE,KS,66062",1,0,0,91,38.8952368,-94.7801205,0,0
1037,"9900 HARDY DRIVE,OVERLAND PARK,KS,66212",1,0,0,91,38.95634682,-94.68148349,0,0
1038,"9906 COLLEGE BLVD.,OVERLAND PARK,KS,66210",1,0,0,91,38.92370126,-94.70494505,0,0
1039,"9957 ROSEMARY LN.,MANHATTAN,KS,66502",1,0,0,149,39.2127096,-96.486431,0,0
1040,"BOX 276,OAKLEY,KS,67748",1,0,0,109,39.04067866,-100.8528097,0,0
1041,"FOX MEDICAL BUILDING,OVERLAND PARK,KS,66211",1,0,0,91,38.92355416,-94.6368546,0,0
1042,"P.O. BOX 580,LOUISBURG,KS,66053",1,0,0,121,38.57892077,-94.66928112,0,0
1043,"PO BOX 147,AUBURN,KS,66402",1,0,0,177,38.91898867,-95.84631382,0,0
1044,"PO BOX 256,OAKLEY,KS,67748",1,0,0,109,39.04067866,-100.8528097,0,0
1045,"PO BOX 3646,SALINA,KS,67402",1,0,0,169,38.838881,-97.608195,0,0
1046,"PO BOX 546,NORTON,KS,67654",1,0,0,137,39.82486128,-99.953405,0,0
1047,"PO BOX 648,INDEPENDENCE,KS,67301",1,0,0,125,37.20890018,-95.75340773,0,0
1048,"PO BOX 790,ANDOVER,KS,67002",1,0,0,15,37.69503272,-97.10766259,0,0
1049,"WADDELL & REED PARK,OVERLAND PARK,KS,66202",1,0,0,91,39.02393261,-94.66913494,0,0
